Product ID,Product Name,Category,Stock Quantity,Supplier,Discount,Rating,Reviews,SKU,Warehouse,Return Policy,Brand,Supplier Contact,Placeholder,Price
86,Product B,Home,94,Supplier Y,29.90091824,4.270797247,30,SKU003,Warehouse B,15 Days,Brand Z,9504832719,41,711.7112723
87,Product C,Home,98,Supplier X,8.590808915,3.640468385,81,SKU001,Warehouse A,7 Days,Brand X,9210067627,62,186.1009975
88,Product A,Electronics,13,Supplier Y,5.212159944,3.523964617,72,SKU002,Warehouse C,7 Days,Brand Y,9790148480,28,889.6479556
89,Product B,Clothing,4,Supplier Z,33.94320445,2.672811137,71,SKU002,Warehouse A,15 Days,Brand Z,9795182525,1,447.4887665
90,Product A,Clothing,82,Supplier X,38.95489699,2.585122073,32,SKU002,Warehouse B,30 Days,Brand Y,9080738510,13,151.4174485
91,Product A,Clothing,56,Supplier Y,25.04647022,3.761050437,4,SKU001,Warehouse B,7 Days,Brand Z,9303465621,11,766.6090821
92,Product A,Electronics,23,Supplier X,18.19163551,3.960022154,77,SKU003,Warehouse A,7 Days,Brand Y,9803878623,23,792.074755
93,Product A,Clothing,97,Supplier Z,21.60213568,3.040852809,57,SKU003,Warehouse A,7 Days,Brand X,9129274426,27,642.9025179
94,Product C,Home,98,Supplier X,19.42039169,4.877076977,76,SKU002,Warehouse B,7 Days,Brand X,9729387812,17,854.9308977
95,Product A,Home,34,Supplier Z,47.99924541,4.822798236,10,SKU003,Warehouse B,15 Days,Brand Y,9428016790,88,739.9992423
96,Product A,Electronics,99,Supplier X,38.40449526,2.64971796,83,SKU002,Warehouse A,30 Days,Brand Y,9159600288,5,883.3836799
97,Product A,Home,17,Supplier Y,10.40436074,4.282489017,22,SKU002,Warehouse C,15 Days,Brand Y,9369823856,29,439.549168
98,Product C,Electronics,28,Supplier Z,19.2094576,3.173071366,44,SKU001,Warehouse C,30 Days,Brand X,9544519399,94,750.1211568
99,Product A,Clothing,14,Supplier X,27.20061457,3.04702355,26,SKU002,Warehouse C,15 Days,Brand Y,9941303701,33,999.7540478
100,Product A,Clothing,34,Supplier Z,30.6492931,1.219856246,78,SKU002,Warehouse B,15 Days,Brand X,9682594239,82,727.6818855
101,Product C,Clothing,75,Supplier Z,23.4091948,3.295898842,93,SKU001,Warehouse C,30 Days,Brand Y,9205887975,57,123.0419424
102,Product C,Home,57,Supplier Y,40.50633175,4.602311722,55,SKU001,Warehouse C,7 Days,Brand Y,9068155774,27,523.1355352
103,Product C,Electronics,77,Supplier Y,38.38030097,4.120535397,58,SKU003,Warehouse A,7 Days,Brand Z,9086285245,71,591.4743133
104,Product A,Clothing,97,Supplier Y,25.25789593,4.145268579,79,SKU001,Warehouse A,15 Days,Brand X,9737502581,74,182.4685683
105,Product C,Electronics,55,Supplier Y,42.72146934,1.639716154,39,SKU002,Warehouse C,15 Days,Brand Y,9370610101,52,963.2627178
106,Product C,Clothing,66,Supplier Z,37.55447652,2.433797789,17,SKU001,Warehouse B,15 Days,Brand X,9368452281,15,183.8239799
107,Product A,Home,98,Supplier Z,38.92909244,1.932819667,50,SKU001,Warehouse C,7 Days,Brand Z,9435291886,25,185.7823405
108,Product C,Home,93,Supplier X,47.82003897,2.26366113,60,SKU003,Warehouse A,30 Days,Brand X,9885544182,64,916.0154666
109,Product A,Electronics,37,Supplier X,13.32334706,3.318157374,22,SKU001,Warehouse A,7 Days,Brand X,9389164171,56,470.5533788
110,Product B,Home,68,Supplier X,13.38240812,2.459135253,35,SKU002,Warehouse A,15 Days,Brand X,9027490927,30,72.55639648
111,Product C,Home,76,Supplier Y,44.44761278,3.24279127,37,SKU002,Warehouse C,7 Days,Brand X,9576163217,26,602.2056249
112,Product B,Electronics,26,Supplier Z,38.61131867,2.754004993,71,SKU002,Warehouse B,7 Days,Brand X,9498503647,48,605.8080851
113,Product A,Clothing,61,Supplier Z,46.32727707,2.146462234,55,SKU001,Warehouse C,7 Days,Brand X,9170093250,8,73.8557511
114,Product C,Home,92,Supplier X,3.156508016,1.381613737,38,SKU001,Warehouse A,30 Days,Brand X,9275046331,25,972.7972707
115,Product A,Electronics,67,Supplier X,31.38785386,4.567353829,92,SKU002,Warehouse A,15 Days,Brand Y,9786372732,5,548.5896656
116,Product B,Home,84,Supplier Z,7.231416906,1.045493464,75,SKU001,Warehouse A,7 Days,Brand Y,9139440483,6,564.197765
117,Product A,Home,74,Supplier Y,25.19485991,1.006609953,81,SKU003,Warehouse A,7 Days,Brand X,9381186286,12,524.9142604
118,Product C,Home,52,Supplier X,7.787346593,4.307190959,82,SKU003,Warehouse C,15 Days,Brand X,9729672685,48,614.6244618
119,Product C,Home,18,Supplier X,6.403925449,4.987243761,99,SKU003,Warehouse C,7 Days,Brand Y,9812321400,9,271.6567552
120,Product B,Electronics,53,Supplier Z,0.608417269,3.908411311,96,SKU003,Warehouse B,7 Days,Brand Z,9913922648,42,294.3689345
121,Product A,Electronics,63,Supplier Z,31.51194062,1.061095352,68,SKU002,Warehouse A,7 Days,Brand Y,9037745663,48,516.2256989
122,Product C,Electronics,53,Supplier X,17.95113083,1.906760907,27,SKU001,Warehouse C,7 Days,Brand Z,9286002707,94,808.6189962
123,Product B,Home,27,Supplier X,5.259414244,4.887290801,89,SKU003,Warehouse C,15 Days,Brand X,9724716816,17,59.36593073
124,Product C,Home,31,Supplier Y,16.14188889,4.234417009,20,SKU002,Warehouse A,7 Days,Brand X,9806565040,10,607.3701701
125,Product C,Home,91,Supplier Y,8.447204573,3.267199375,61,SKU003,Warehouse C,30 Days,Brand Y,9325674389,9,808.7103611
126,Product A,Electronics,1,Supplier Y,47.08474158,1.947442838,22,SKU001,Warehouse A,7 Days,Brand Y,9956950641,27,165.3480993
127,Product C,Home,6,Supplier Y,16.00024429,1.057480824,20,SKU003,Warehouse B,30 Days,Brand Y,9196637600,84,24.87231656
128,Product A,Clothing,11,Supplier X,16.69767616,1.083445891,74,SKU003,Warehouse A,15 Days,Brand X,9346363673,52,319.5861622
129,Product C,Home,34,Supplier X,41.99290017,3.447923454,15,SKU003,Warehouse A,7 Days,Brand Y,9783589402,53,592.2622697
130,Product B,Clothing,84,Supplier X,32.38778806,1.087327505,61,SKU003,Warehouse C,30 Days,Brand Y,9774655675,24,146.9003417
131,Product C,Home,63,Supplier Y,35.50858037,4.974520568,96,SKU001,Warehouse B,30 Days,Brand Z,9823256481,5,431.8611473
132,Product A,Electronics,53,Supplier X,31.8000902,1.733535334,90,SKU002,Warehouse B,7 Days,Brand X,9515676758,10,556.7982824
133,Product A,Home,85,Supplier Z,47.3098142,3.842829447,64,SKU003,Warehouse C,7 Days,Brand X,9339523021,32,602.8942638
134,Product B,Clothing,85,Supplier Y,10.35004158,1.620238886,79,SKU002,Warehouse B,15 Days,Brand X,9328394931,68,281.6676038
135,Product C,Clothing,18,Supplier Z,49.45196209,3.160373684,4,SKU001,Warehouse B,15 Days,Brand Y,9448504374,97,406.0293396
136,Product C,Home,21,Supplier Y,41.54780888,1.322445154,45,SKU001,Warehouse A,7 Days,Brand X,9223322358,95,780.5558368
137,Product B,Clothing,19,Supplier X,29.44862944,4.067113698,63,SKU003,Warehouse C,15 Days,Brand Y,9003999219,45,941.8025472
138,Product C,Clothing,4,Supplier Y,33.11858122,3.339684379,81,SKU002,Warehouse B,15 Days,Brand Z,9502925628,87,863.2615278
139,Product C,Electronics,77,Supplier Z,32.44129383,1.344666774,40,SKU003,Warehouse B,15 Days,Brand X,9254074289,76,568.6406667
140,Product A,Home,82,Supplier Y,2.919811203,4.394344757,97,SKU001,Warehouse B,15 Days,Brand Z,9206935272,54,416.1898749
141,Product C,Home,29,Supplier Z,10.90082493,3.188074459,43,SKU003,Warehouse A,7 Days,Brand Z,9833950654,69,339.6270482
142,Product C,Home,25,Supplier X,48.07354423,4.68636924,88,SKU003,Warehouse A,7 Days,Brand X,9713916351,97,133.7070004
143,Product B,Clothing,56,Supplier Z,26.71822144,4.666493495,97,SKU002,Warehouse C,30 Days,Brand X,9934796045,50,115.4857347
144,Product B,Home,77,Supplier X,18.91768016,4.682031158,14,SKU001,Warehouse C,15 Days,Brand Y,9928583549,24,691.4740487
145,Product A,Home,63,Supplier Z,38.10192317,1.311140801,67,SKU003,Warehouse A,7 Days,Brand Z,9077270636,22,267.196472
146,Product C,Electronics,27,Supplier X,26.22594713,1.483831047,50,SKU003,Warehouse C,30 Days,Brand Z,9920163289,49,262.1150696
147,Product C,Electronics,60,Supplier Z,0.658138572,4.950823239,53,SKU003,Warehouse C,15 Days,Brand Y,9872417005,45,998.2131039
148,Product C,Electronics,83,Supplier X,36.81187984,2.950403286,67,SKU002,Warehouse C,30 Days,Brand X,9165596025,76,196.0466983
149,Product A,Clothing,49,Supplier X,36.610878,1.952856211,88,SKU001,Warehouse A,15 Days,Brand Z,9265932594,91,156.5791619
150,Product A,Home,65,Supplier X,8.257435605,4.078657954,76,SKU003,Warehouse A,7 Days,Brand Y,9655163034,43,107.6983755
151,Product B,Electronics,38,Supplier Z,47.83300442,2.057140885,41,SKU003,Warehouse B,30 Days,Brand Z,9964943015,12,584.0072917
152,Product A,Electronics,83,Supplier Z,11.19540658,3.908862752,45,SKU003,Warehouse B,7 Days,Brand Z,9102466627,70,631.5851877
153,Product C,Electronics,52,Supplier X,22.88746837,4.349143111,24,SKU001,Warehouse B,15 Days,Brand Y,9145514423,47,371.575647
154,Product C,Home,1,Supplier Y,5.736798063,4.137053509,66,SKU002,Warehouse B,15 Days,Brand Z,9568989658,16,540.0592022
155,Product A,Home,40,Supplier X,30.16411597,2.096191233,34,SKU002,Warehouse C,15 Days,Brand Y,9934601450,72,790.5155356
156,Product C,Home,81,Supplier Y,18.772556,2.606474296,72,SKU003,Warehouse C,30 Days,Brand Y,9743581222,13,819.9231266
157,Product C,Clothing,21,Supplier X,17.65867311,2.653004013,77,SKU003,Warehouse A,30 Days,Brand Z,9915617422,29,958.332955
158,Product A,Clothing,86,Supplier Z,41.34884386,2.965091672,21,SKU002,Warehouse C,30 Days,Brand Z,9750621016,29,826.0253061
159,Product A,Electronics,15,Supplier Y,0.478085643,1.669491406,8,SKU002,Warehouse C,7 Days,Brand X,9186699281,32,569.1930224
160,Product C,Home,50,Supplier Z,39.89733854,2.809880202,23,SKU002,Warehouse C,30 Days,Brand X,9692742195,53,187.8603962
161,Product C,Electronics,48,Supplier Y,28.57242829,3.043131962,22,SKU003,Warehouse B,15 Days,Brand Z,9172527036,56,108.7659221
162,Product C,Home,32,Supplier Y,49.30492567,3.126835986,60,SKU003,Warehouse A,7 Days,Brand X,9953560797,88,63.96677101
163,Product B,Home,49,Supplier Y,29.47216103,4.27960172,36,SKU002,Warehouse B,15 Days,Brand X,9107793188,30,669.8605735
164,Product B,Home,68,Supplier Y,2.768956707,3.069337994,44,SKU002,Warehouse C,15 Days,Brand Y,9793592399,22,809.4608928
165,Product B,Clothing,45,Supplier Z,2.532266322,1.92313569,14,SKU001,Warehouse C,30 Days,Brand Z,9682017931,51,513.5971112
166,Product A,Clothing,32,Supplier Y,44.15764932,3.652514953,56,SKU003,Warehouse A,30 Days,Brand X,9986328784,90,64.16703309
167,Product B,Home,4,Supplier X,42.06070728,4.189256576,99,SKU001,Warehouse B,30 Days,Brand X,9600334744,96,540.1158688
168,Product A,Electronics,65,Supplier X,17.29450378,2.277486666,13,SKU002,Warehouse C,15 Days,Brand X,9607062350,53,936.3917689
169,Product A,Home,97,Supplier Y,30.90162421,3.581223716,51,SKU003,Warehouse A,7 Days,Brand Z,9977622296,46,601.637059
170,Product B,Home,71,Supplier Z,24.47956785,1.587751984,83,SKU003,Warehouse C,30 Days,Brand Y,9250945940,48,811.3332136
171,Product B,Electronics,73,Supplier Z,48.35820276,2.367705218,35,SKU001,Warehouse C,30 Days,Brand Z,9231340153,83,802.1511219
172,Product B,Home,65,Supplier Y,47.49804504,4.636895718,26,SKU001,Warehouse A,7 Days,Brand Y,9079664850,55,932.8078088
173,Product C,Electronics,80,Supplier Z,49.19195043,4.645232653,16,SKU001,Warehouse A,15 Days,Brand X,9630806359,91,772.526478
174,Product B,Clothing,18,Supplier Z,43.32243903,3.301298315,89,SKU001,Warehouse C,15 Days,Brand Z,9129716870,7,750.2235089
175,Product C,Clothing,54,Supplier Z,45.47757954,3.809405843,40,SKU003,Warehouse A,7 Days,Brand Y,9909639668,21,241.7616383
176,Product A,Electronics,47,Supplier Y,10.86393894,4.416061661,3,SKU002,Warehouse C,30 Days,Brand X,9416662987,61,69.32590377
177,Product C,Clothing,6,Supplier X,41.55033945,4.834212741,2,SKU002,Warehouse B,7 Days,Brand X,9011598512,53,522.4234704
178,Product B,Clothing,66,Supplier X,35.44285566,2.959545761,18,SKU002,Warehouse C,30 Days,Brand Z,9241620006,34,133.1898659
179,Product A,Electronics,9,Supplier X,48.13932544,3.246302947,40,SKU001,Warehouse A,7 Days,Brand Y,9289286218,94,962.5739175
180,Product A,Clothing,68,Supplier X,28.56309142,2.662566267,39,SKU002,Warehouse B,15 Days,Brand X,9465134432,87,297.025515
181,Product A,Home,23,Supplier X,4.258358336,1.287927748,57,SKU001,Warehouse A,15 Days,Brand X,9395118128,14,854.4147614
182,Product C,Home,43,Supplier Z,29.86994456,2.69121389,38,SKU001,Warehouse C,15 Days,Brand X,9816292056,94,393.748379
183,Product B,Electronics,51,Supplier Z,34.3290464,4.162509358,6,SKU002,Warehouse A,15 Days,Brand Y,9879566069,4,329.9623074
184,Product A,Clothing,72,Supplier Z,11.01605144,4.219541992,35,SKU002,Warehouse C,7 Days,Brand Y,9433341158,85,935.8069867
185,Product A,Home,25,Supplier Y,19.70566918,4.569508458,82,SKU002,Warehouse A,7 Days,Brand X,9145723809,16,369.6893464
186,Product A,Home,80,Supplier Z,29.9251707,1.205866821,75,SKU003,Warehouse A,30 Days,Brand Y,9047591166,91,396.3850296
187,Product C,Clothing,35,Supplier X,18.70528687,3.108618358,19,SKU001,Warehouse C,7 Days,Brand X,9534114959,2,115.0308618
188,Product C,Clothing,17,Supplier Z,18.74738586,1.429697952,75,SKU003,Warehouse B,30 Days,Brand X,9845696910,18,673.7421986
189,Product B,Home,18,Supplier X,6.654331959,1.802968733,28,SKU002,Warehouse C,7 Days,Brand Y,9343378727,90,295.9510203
190,Product C,Home,27,Supplier Z,47.03733615,4.60086601,93,SKU003,Warehouse B,7 Days,Brand Y,9042815438,80,589.7481262
191,Product A,Electronics,15,Supplier X,37.52471922,2.987165034,83,SKU003,Warehouse B,7 Days,Brand Z,9839415302,95,595.438187
192,Product B,Electronics,81,Supplier Z,0.062171943,4.034179684,67,SKU002,Warehouse B,7 Days,Brand Z,9150769252,36,722.0076986
193,Product A,Home,69,Supplier X,38.2806642,1.257536424,65,SKU002,Warehouse B,15 Days,Brand Y,9523546919,20,747.7890713
194,Product A,Electronics,80,Supplier X,36.98974963,2.667306016,46,SKU001,Warehouse C,7 Days,Brand Y,9236937665,50,519.3079101
195,Product C,Home,15,Supplier Y,0.486548008,3.696961123,93,SKU001,Warehouse C,30 Days,Brand Y,9175243077,53,337.6820281
196,Product B,Home,42,Supplier Z,18.48021488,1.533625925,22,SKU003,Warehouse B,15 Days,Brand Y,9666727651,10,839.0763859
197,Product C,Electronics,34,Supplier X,30.33738452,2.303271516,5,SKU002,Warehouse B,7 Days,Brand X,9119384166,64,316.7669929
198,Product C,Electronics,48,Supplier Z,22.63753259,1.25819122,17,SKU001,Warehouse B,7 Days,Brand X,9827817957,29,512.4340035
199,Product B,Clothing,83,Supplier X,38.89930594,3.605359763,52,SKU001,Warehouse B,30 Days,Brand Z,9345457755,89,407.2400574
200,Product A,Clothing,8,Supplier Y,21.27291663,4.883565036,21,SKU003,Warehouse B,15 Days,Brand Y,9385420053,42,856.5276021
201,Product A,Clothing,10,Supplier Y,7.693148473,4.308181965,67,SKU003,Warehouse B,15 Days,Brand Z,9778440036,35,437.5993458
202,Product B,Home,5,Supplier Y,48.82078121,4.898492467,74,SKU003,Warehouse A,15 Days,Brand Y,9585103034,89,392.2381969
